,user_id,main_page_viewed_at,order_completed_at,time_to_order
32,512092,2020-12-10 18:38:33.204000+00:00,2020-12-10 19:28:33.204000+00:00,13.416666666666666
33,454535,2020-12-11 22:06:02.349000+00:00,2020-12-11 22:56:02.349000+00:00,4.75
34,763203,2020-11-20 23:34:27.078000+00:00,2020-11-21 00:34:27.078000+00:00,4.25
35,292661,2020-11-20 23:28:32.736000+00:00,2020-11-21 00:28:32.736000+00:00,7.708333333333333
36,264532,2020-11-27 23:51:32.603000+00:00,2020-11-28 00:51:32.603000+00:00,9.458333333333334
37,592170,2020-11-29 21:24:25.913000+00:00,2020-11-29 22:34:25.913000+00:00,5.166666666666667
38,774950,2020-11-19 21:00:58.667000+00:00,2020-11-19 22:10:58.667000+00:00,12.875
39,175076,2020-12-12 22:24:12.736000+00:00,2020-12-12 23:34:12.736000+00:00,6.041666666666667
40,927569,2020-12-02 18:07:55.559000+00:00,2020-12-02 19:17:55.559000+00:00,13.041666666666666
41,725088,2020-11-28 22:45:54.236000+00:00,2020-11-28 23:55:54.236000+00:00,4.083333333333333
42,366414,2020-12-08 19:13:21.804000+00:00,2020-12-08 20:23:21.804000+00:00,13.708333333333334
43,193893,2020-12-06 23:18:32.536000+00:00,2020-12-07 00:28:32.536000+00:00,10.083333333333334
44,138951,2020-12-10 22:04:52.587000+00:00,2020-12-10 23:14:52.587000+00:00,4.875
45,301109,2020-11-24 20:52:29.449000+00:00,2020-11-24 22:02:29.449000+00:00,9.125
46,904783,2020-11-27 17:10:51.261000+00:00,2020-11-27 18:20:51.261000+00:00,4.875
47,520721,2020-12-06 20:23:49.214000+00:00,2020-12-06 21:33:49.214000+00:00,13.5
48,804694,2020-12-10 17:08:06.884000+00:00,2020-12-10 18:18:06.884000+00:00,9.125
49,483847,2020-11-21 19:37:52.686000+00:00,2020-11-21 20:57:52.686000+00:00,4.541666666666667
50,928579,2020-12-01 19:25:15.641000+00:00,2020-12-01 20:45:15.641000+00:00,14.541666666666666
51,376191,2020-11-20 21:18:35.358000+00:00,2020-11-20 22:38:35.358000+00:00,8.083333333333334
52,518163,2020-11-18 23:05:59.111000+00:00,2020-11-19 00:25:59.111000+00:00,10.208333333333334
53,846824,2020-12-01 23:10:21.798000+00:00,2020-12-02 00:30:21.798000+00:00,4.583333333333333
54,125050,2020-11-18 22:09:38.539000+00:00,2020-11-18 23:29:38.539000+00:00,5.083333333333333
55,674749,2020-11-18 18:24:57.863000+00:00,2020-11-18 19:44:57.863000+00:00,6.25
56,933952,2020-11-20 17:25:24.696000+00:00,2020-11-20 18:45:24.696000+00:00,5.833333333333333
57,477722,2020-12-04 22:36:07.659000+00:00,2020-12-04 23:56:07.659000+00:00,7.958333333333333
58,329920,2020-11-19 16:58:47.803000+00:00,2020-11-19 18:18:47.803000+00:00,7.375
59,549723,2020-12-06 21:31:38.125000+00:00,2020-12-06 22:51:38.125000+00:00,13.708333333333334
60,853035,2020-11-25 20:55:33.073000+00:00,2020-11-25 22:15:33.073000+00:00,14.041666666666666
61,237955,2020-11-19 21:02:36.259000+00:00,2020-11-19 22:22:36.259000+00:00,7.583333333333333
62,783559,2020-11-26 20:14:22.373000+00:00,2020-11-26 21:34:22.373000+00:00,9.041666666666666
63,948393,2020-11-27 23:56:43.639000+00:00,2020-11-28 01:16:43.639000+00:00,9.541666666666666
64,226126,2020-11-23 22:02:16.914000+00:00,2020-11-23 23:22:16.914000+00:00,9.75
65,649363,2020-11-19 21:28:58.803000+00:00,2020-11-19 22:48:58.803000+00:00,6.166666666666667
66,191771,2020-12-08 20:09:07.575000+00:00,2020-12-08 21:39:07.575000+00:00,9.166666666666666
67,770782,2020-11-20 20:38:37.128000+00:00,2020-11-20 22:08:37.128000+00:00,13.75
68,473640,2020-11-20 21:06:05.531000+00:00,2020-11-20 22:36:05.531000+00:00,4.708333333333333
69,501176,2020-11-27 19:22:38.258000+00:00,2020-11-27 20:52:38.258000+00:00,11.625
70,732159,2020-11-21 22:17:37.043000+00:00,2020-11-21 23:47:37.043000+00:00,6.458333333333333
71,912196,2020-12-01 23:43:30.701000+00:00,2020-12-02 01:13:30.701000+00:00,12.666666666666666
72,819754,2020-12-09 21:11:48.923000+00:00,2020-12-09 22:41:48.923000+00:00,4.375
73,451603,2020-11-24 19:13:24.866000+00:00,2020-11-24 20:43:24.866000+00:00,12.833333333333334
74,131364,2020-11-18 20:25:20.746000+00:00,2020-11-18 21:55:20.746000+00:00,10.25
75,484139,2020-11-19 21:51:04.969000+00:00,2020-11-19 23:21:04.969000+00:00,6.041666666666667
76,372240,2020-11-27 21:07:27.564000+00:00,2020-11-27 22:37:27.564000+00:00,13.041666666666666
77,667114,2020-12-12 21:55:02.220000+00:00,2020-12-12 23:25:02.220000+00:00,14.416666666666666
78,704020,2020-12-04 20:42:05.409000+00:00,2020-12-04 22:12:05.409000+00:00,12.25
79,817783,2020-12-05 21:47:51.667000+00:00,2020-12-05 23:17:51.667000+00:00,8.333333333333334
80,245443,2020-12-10 18:33:57.703000+00:00,2020-12-10 20:03:57.703000+00:00,6.25
81,469016,2020-11-24 18:49:11.573000+00:00,2020-11-24 20:19:11.573000+00:00,12.541666666666666
82,982201,2020-12-08 21:31:30.054000+00:00,2020-12-08 23:01:30.054000+00:00,13.75
83,942877,2020-12-13 16:44:13.614000+00:00,2020-12-13 18:14:13.614000+00:00,12.166666666666666
84,927914,2020-11-17 21:00:24.917000+00:00,2020-11-17 22:30:24.917000+00:00,7.041666666666667
85,672258,2020-11-18 15:19:37.122000+00:00,2020-11-18 16:49:37.122000+00:00,10.416666666666666
86,866688,2020-12-07 20:48:45.057000+00:00,2020-12-07 22:18:45.057000+00:00,5.041666666666667
87,326399,2020-11-26 21:10:05.505000+00:00,2020-11-26 22:40:05.505000+00:00,7.416666666666667
88,614180,2020-12-12 16:48:14.551000+00:00,2020-12-12 18:18:14.551000+00:00,7.958333333333333
89,744755,2020-11-28 22:52:25.363000+00:00,2020-11-29 00:22:25.363000+00:00,8.958333333333334
90,330982,2020-11-21 16:04:34.858000+00:00,2020-11-21 17:34:34.858000+00:00,8.916666666666666
91,648435,2020-11-30 15:52:23.417000+00:00,2020-11-30 17:22:23.417000+00:00,12.541666666666666
92,308585,2020-11-20 20:23:35.253000+00:00,2020-11-20 21:53:35.253000+00:00,14.25
93,473396,2020-12-01 23:36:17.154000+00:00,2020-12-02 01:06:17.154000+00:00,12.291666666666666
94,139290,2020-11-28 20:03:58.693000+00:00,2020-11-28 21:33:58.693000+00:00,13.625
95,593833,2020-12-04 19:49:56.199000+00:00,2020-12-04 21:19:56.199000+00:00,8.833333333333334
96,358575,2020-11-27 22:06:20.640000+00:00,2020-11-27 23:46:20.640000+00:00,4.541666666666667
97,689273,2020-11-28 21:20:43.987000+00:00,2020-11-28 23:00:43.987000+00:00,11.916666666666666
98,908486,2020-11-26 19:14:48.629000+00:00,2020-11-26 20:54:48.629000+00:00,5.5
99,775599,2020-11-19 23:23:24.824000+00:00,2020-11-20 01:03:24.824000+00:00,10.041666666666666
100,952821,2020-12-12 19:58:54.314000+00:00,2020-12-12 21:38:54.314000+00:00,5.333333333333333
101,481508,2020-11-20 17:35:04.433000+00:00,2020-11-20 19:15:04.433000+00:00,5.708333333333333
102,567310,2020-11-18 23:46:17.710000+00:00,2020-11-19 01:26:17.710000+00:00,4.916666666666667
103,256017,2020-12-03 19:06:44.333000+00:00,2020-12-03 20:46:44.333000+00:00,11.333333333333334
104,346817,2020-11-21 19:40:18.373000+00:00,2020-11-21 21:20:18.373000+00:00,5.958333333333333
105,882475,2020-11-19 20:14:15.068000+00:00,2020-11-19 21:54:15.068000+00:00,12.625
106,365516,2020-11-17 17:12:52.669000+00:00,2020-11-17 18:52:52.669000+00:00,7.833333333333333
107,852337,2020-12-05 18:51:38.865000+00:00,2020-12-05 20:31:38.865000+00:00,8.083333333333334
108,642892,2020-12-12 19:12:09.482000+00:00,2020-12-12 20:52:09.482000+00:00,6.416666666666667
109,773730,2020-11-21 21:44:28.348000+00:00,2020-11-21 23:24:28.348000+00:00,14.458333333333334
110,951858,2020-12-05 22:23:06.135000+00:00,2020-12-06 00:03:06.135000+00:00,7.708333333333333
111,460655,2020-11-28 20:40:09.332000+00:00,2020-11-28 22:20:09.332000+00:00,12.791666666666666
112,547320,2020-12-04 20:40:59.876000+00:00,2020-12-04 22:20:59.876000+00:00,14.25
113,146019,2020-11-20 18:34:54.863000+00:00,2020-11-20 20:14:54.863000+00:00,9.583333333333334
114,623959,2020-11-26 17:22:07.781000+00:00,2020-11-26 19:02:07.781000+00:00,5.708333333333333
115,711941,2020-12-14 19:12:04.809000+00:00,2020-12-14 20:52:04.809000+00:00,8.625
116,487629,2020-11-17 22:12:10.315000+00:00,2020-11-17 23:52:10.315000+00:00,11.333333333333334
117,601979,2020-12-04 15:11:10.469000+00:00,2020-12-04 16:51:10.469000+00:00,11.541666666666666
118,644883,2020-11-29 21:00:41.998000+00:00,2020-11-29 22:40:41.998000+00:00,8.291666666666666
119,655705,2020-12-14 20:10:49.718000+00:00,2020-12-14 21:50:49.718000+00:00,5.083333333333333
120,432033,2020-11-27 20:55:03.930000+00:00,2020-11-27 22:35:03.930000+00:00,14.708333333333334
121,678271,2020-11-22 20:58:27.895000+00:00,2020-11-22 22:38:27.895000+00:00,13.166666666666666
122,548420,2020-11-17 23:27:51.239000+00:00,2020-11-18 01:07:51.239000+00:00,8.333333333333334
123,376320,2020-11-24 18:42:49.925000+00:00,2020-11-24 20:22:49.925000+00:00,4.666666666666667
124,291765,2020-12-06 22:01:15.209000+00:00,2020-12-06 23:41:15.209000+00:00,9.458333333333334
125,209450,2020-11-22 18:44:00.772000+00:00,2020-11-22 20:24:00.772000+00:00,7.0
126,947355,2020-12-07 17:52:15.290000+00:00,2020-12-07 19:32:15.290000+00:00,4.875
127,557423,2020-11-30 16:39:05.753000+00:00,2020-11-30 18:19:05.753000+00:00,4.333333333333333
128,534881,2020-12-03 18:34:39.953000+00:00,2020-12-03 20:14:39.953000+00:00,7.625
129,821624,2020-11-27 23:24:11.602000+00:00,2020-11-28 01:04:11.602000+00:00,4.083333333333333
130,138956,2020-11-17 22:16:34.701000+00:00,2020-11-17 23:56:34.701000+00:00,8.875
131,783915,2020-11-29 19:45:50.284000+00:00,2020-11-29 21:25:50.284000+00:00,10.958333333333334
132,629726,2020-12-06 19:41:03.524000+00:00,2020-12-06 21:21:03.524000+00:00,6.5
133,162576,2020-12-12 17:34:37.565000+00:00,2020-12-12 19:14:37.565000+00:00,6.5
134,417570,2020-11-20 19:49:20.607000+00:00,2020-11-20 21:29:20.607000+00:00,13.333333333333334
135,265659,2020-11-26 17:28:03.520000+00:00,2020-11-26 19:08:03.520000+00:00,7.041666666666667
136,533895,2020-11-18 18:16:10.908000+00:00,2020-11-18 20:06:10.908000+00:00,10.041666666666666
137,784723,2020-11-25 12:32:29.043000+00:00,2020-11-25 14:22:29.043000+00:00,10.375
138,911241,2020-12-04 17:28:07.696000+00:00,2020-12-04 19:18:07.696000+00:00,7.166666666666667
139,948056,2020-12-01 13:21:39.047000+00:00,2020-12-01 15:11:39.047000+00:00,13.375
140,323634,2020-11-23 15:37:40.369000+00:00,2020-11-23 17:27:40.369000+00:00,10.5
141,141990,2020-11-22 19:02:33.568000+00:00,2020-11-22 20:52:33.568000+00:00,11.458333333333334
142,764772,2020-11-19 17:42:15.066000+00:00,2020-11-19 19:32:15.066000+00:00,5.083333333333333
143,900418,2020-12-01 16:51:46.652000+00:00,2020-12-01 18:41:46.652000+00:00,7.583333333333333
144,571831,2020-11-30 21:08:04.060000+00:00,2020-11-30 22:58:04.060000+00:00,6.125
145,366752,2020-11-17 21:12:24.698000+00:00,2020-11-17 23:02:24.698000+00:00,4.958333333333333
146,483242,2020-11-28 17:06:58.420000+00:00,2020-11-28 18:56:58.420000+00:00,7.291666666666667
147,903569,2020-12-08 18:11:31.697000+00:00,2020-12-08 20:01:31.697000+00:00,4.125
148,884092,2020-11-22 14:52:26.613000+00:00,2020-11-22 16:42:26.613000+00:00,14.625
149,472447,2020-12-15 16:46:59.910000+00:00,2020-12-15 18:36:59.910000+00:00,7.75
150,457924,2020-11-26 17:42:56.262000+00:00,2020-11-26 19:32:56.262000+00:00,6.791666666666667
151,726858,2020-11-17 17:21:51.568000+00:00,2020-11-17 19:11:51.568000+00:00,9.791666666666666
152,165775,2020-12-14 13:32:04.856000+00:00,2020-12-14 15:22:04.856000+00:00,7.416666666666667
153,964472,2020-11-24 15:08:26.101000+00:00,2020-11-24 16:58:26.101000+00:00,13.875
154,311412,2020-12-14 20:43:05.425000+00:00,2020-12-14 22:33:05.425000+00:00,9.916666666666666
155,207079,2020-11-23 15:26:54.047000+00:00,2020-11-23 17:16:54.047000+00:00,5.166666666666667
156,358252,2020-11-23 15:37:46.418000+00:00,2020-11-23 17:27:46.418000+00:00,4.083333333333333
157,926439,2020-11-24 20:09:29.054000+00:00,2020-11-24 21:59:29.054000+00:00,9.208333333333334
158,778668,2020-12-08 17:07:01.071000+00:00,2020-12-08 18:57:01.071000+00:00,11.25
159,878485,2020-12-09 22:37:23.181000+00:00,2020-12-10 00:27:23.181000+00:00,12.541666666666666
160,347767,2020-11-19 16:47:36.527000+00:00,2020-11-19 18:37:36.527000+00:00,5.875
161,735067,2020-12-03 23:53:52.728000+00:00,2020-12-04 01:43:52.728000+00:00,10.541666666666666
162,436298,2020-12-12 23:17:49.459000+00:00,2020-12-13 01:07:49.459000+00:00,7.541666666666667
163,518052,2020-11-20 16:32:58.023000+00:00,2020-11-20 18:22:58.023000+00:00,13.541666666666666
164,356534,2020-12-04 19:33:34.276000+00:00,2020-12-04 21:23:34.276000+00:00,11.0
165,886914,2020-12-02 19:05:19.714000+00:00,2020-12-02 20:55:19.714000+00:00,10.875
166,328757,2020-12-06 22:16:07.282000+00:00,2020-12-07 00:06:07.282000+00:00,10.625
167,296074,2020-11-30 18:35:38.682000+00:00,2020-11-30 20:25:38.682000+00:00,9.791666666666666
168,340271,2020-12-06 18:59:19.606000+00:00,2020-12-06 20:49:19.606000+00:00,9.458333333333334
169,514509,2020-12-12 22:18:26.596000+00:00,2020-12-13 00:08:26.596000+00:00,5.666666666666667
170,652526,2020-11-28 18:50:41.376000+00:00,2020-11-28 20:40:41.376000+00:00,7.875
171,325932,2020-11-25 18:24:59.320000+00:00,2020-11-25 20:14:59.320000+00:00,9.875
172,822096,2020-12-09 14:53:40.270000+00:00,2020-12-09 16:43:40.270000+00:00,9.25
173,327861,2020-11-25 15:29:56.973000+00:00,2020-11-25 17:19:56.973000+00:00,7.208333333333333
174,208005,2020-11-26 22:32:02.968000+00:00,2020-11-27 00:22:02.968000+00:00,5.541666666666667
175,473194,2020-12-09 17:59:02.468000+00:00,2020-12-09 19:49:02.468000+00:00,5.583333333333333
176,755034,2020-12-01 18:24:51.029000+00:00,2020-12-01 20:14:51.029000+00:00,9.0
177,532449,2020-11-26 17:32:16.421000+00:00,2020-11-26 19:22:16.421000+00:00,12.416666666666666
178,198836,2020-11-22 16:26:31.367000+00:00,2020-11-22 18:16:31.367000+00:00,5.291666666666667
179,730035,2020-11-17 21:40:30.609000+00:00,2020-11-17 23:30:30.609000+00:00,12.833333333333334
180,378499,2020-11-23 22:05:48.219000+00:00,2020-11-23 23:55:48.219000+00:00,6.833333333333333
181,217641,2020-11-26 20:41:33.760000+00:00,2020-11-26 22:31:33.760000+00:00,12.166666666666666
182,646123,2020-11-26 16:19:44.155000+00:00,2020-11-26 18:19:44.155000+00:00,7.625
183,856467,2020-11-17 19:25:25.797000+00:00,2020-11-17 21:25:25.797000+00:00,14.375
184,974640,2020-12-14 12:31:26.629000+00:00,2020-12-14 14:31:26.629000+00:00,8.375
185,680756,2020-11-23 14:27:28.824000+00:00,2020-11-23 16:27:28.824000+00:00,7.75
186,130300,2020-12-11 17:02:31.904000+00:00,2020-12-11 19:02:31.904000+00:00,4.208333333333333
187,752205,2020-11-22 21:52:30.261000+00:00,2020-11-22 23:52:30.261000+00:00,7.5
188,949827,2020-12-05 19:42:08.439000+00:00,2020-12-05 21:42:08.439000+00:00,8.0
189,584799,2020-11-19 17:08:10.242000+00:00,2020-11-19 19:08:10.242000+00:00,13.875
190,599419,2020-12-08 21:30:45.889000+00:00,2020-12-08 23:30:45.889000+00:00,14.791666666666666
191,984065,2020-11-20 19:18:01.541000+00:00,2020-11-20 21:18:01.541000+00:00,7.791666666666667
192,579459,2020-11-17 21:45:11.355000+00:00,2020-11-17 23:45:11.355000+00:00,10.833333333333334
193,682254,2020-11-25 17:08:20.266000+00:00,2020-11-25 19:08:20.266000+00:00,9.083333333333334
194,954489,2020-11-30 19:21:55.948000+00:00,2020-11-30 21:21:55.948000+00:00,5.125
195,191885,2020-11-18 13:14:34.129000+00:00,2020-11-18 15:14:34.129000+00:00,6.041666666666667
196,674140,2020-12-02 19:43:52.210000+00:00,2020-12-02 21:43:52.210000+00:00,4.083333333333333
197,605129,2020-11-30 13:39:10.459000+00:00,2020-11-30 15:39:10.459000+00:00,7.333333333333333
198,303910,2020-11-27 16:57:33.488000+00:00,2020-11-27 18:57:33.488000+00:00,13.541666666666666
199,354874,2020-11-20 20:02:05.024000+00:00,2020-11-20 22:02:05.024000+00:00,13.5
200,853720,2020-11-26 20:43:16.678000+00:00,2020-11-26 22:43:16.678000+00:00,14.375
201,305058,2020-12-07 22:52:27.847000+00:00,2020-12-08 00:52:27.847000+00:00,6.541666666666667
202,577344,2020-11-27 19:13:15.237000+00:00,2020-11-27 21:13:15.237000+00:00,8.5
203,848262,2020-12-01 21:25:03.579000+00:00,2020-12-01 23:25:03.579000+00:00,11.875
204,792086,2020-12-05 19:16:01.937000+00:00,2020-12-05 21:16:01.937000+00:00,4.25
205,238256,2020-11-28 16:38:10.288000+00:00,2020-11-28 18:38:10.288000+00:00,12.375
206,210450,2020-11-26 19:19:56.080000+00:00,2020-11-26 21:19:56.080000+00:00,12.125
207,606720,2020-11-25 17:52:02.074000+00:00,2020-11-25 19:52:02.074000+00:00,6.0
208,839488,2020-12-08 20:14:05.398000+00:00,2020-12-08 22:14:05.398000+00:00,14.875
209,396824,2020-11-27 21:12:42.492000+00:00,2020-11-27 23:12:42.492000+00:00,11.375
210,657760,2020-12-08 17:58:49.886000+00:00,2020-12-08 19:58:49.886000+00:00,10.125
211,332575,2020-12-14 22:02:59.169000+00:00,2020-12-15 00:02:59.169000+00:00,8.333333333333334
212,275107,2020-11-26 19:02:09.394000+00:00,2020-11-26 21:02:09.394000+00:00,11.375
213,542728,2020-12-07 19:26:44.420000+00:00,2020-12-07 21:26:44.420000+00:00,13.916666666666666
214,385538,2020-12-14 23:15:50.364000+00:00,2020-12-15 01:15:50.364000+00:00,12.083333333333334
215,741674,2020-11-18 19:08:46.162000+00:00,2020-11-18 21:08:46.162000+00:00,7.041666666666667
216,510659,2020-11-18 19:48:17.227000+00:00,2020-11-18 21:48:17.227000+00:00,7.125
217,412170,2020-12-06 13:22:33.136000+00:00,2020-12-06 15:22:33.136000+00:00,10.416666666666666
218,308790,2020-12-03 15:29:38.539000+00:00,2020-12-03 17:29:38.539000+00:00,7.833333333333333
219,319220,2020-12-08 20:47:58.471000+00:00,2020-12-08 22:47:58.471000+00:00,4.458333333333333
220,921037,2020-11-30 14:53:18.396000+00:00,2020-11-30 16:53:18.396000+00:00,13.5
221,818706,2020-12-12 14:58:19.161000+00:00,2020-12-12 16:58:19.161000+00:00,11.541666666666666
222,549029,2020-11-17 21:00:05.183000+00:00,2020-11-17 23:00:05.183000+00:00,9.0
223,945200,2020-12-06 20:08:29.516000+00:00,2020-12-06 22:08:29.516000+00:00,5.166666666666667
224,457368,2020-11-26 17:55:58.159000+00:00,2020-11-26 19:55:58.159000+00:00,10.333333333333334
225,359147,2020-12-08 19:38:40.988000+00:00,2020-12-08 21:38:40.988000+00:00,10.125
226,406483,2020-12-03 12:18:09.706000+00:00,2020-12-03 14:18:09.706000+00:00,4.583333333333333
227,490242,2020-12-03 17:27:28.744000+00:00,2020-12-03 19:27:28.744000+00:00,13.083333333333334
228,112954,2020-12-11 16:30:40.129000+00:00,2020-12-11 18:30:40.129000+00:00,5.208333333333333
229,167534,2020-12-06 19:27:17.486000+00:00,2020-12-06 21:27:17.486000+00:00,5.083333333333333
230,732689,2020-11-21 20:52:31.393000+00:00,2020-11-21 22:52:31.393000+00:00,14.375
231,128227,2020-12-14 15:48:52.821000+00:00,2020-12-14 17:48:52.821000+00:00,12.666666666666666
232,577508,2020-11-23 16:16:18.468000+00:00,2020-11-23 18:16:18.468000+00:00,13.041666666666666
233,855470,2020-12-06 11:44:22.509000+00:00,2020-12-06 13:44:22.509000+00:00,9.666666666666666
234,919424,2020-11-19 16:00:11.408000+00:00,2020-11-19 18:00:11.408000+00:00,7.75
235,932673,2020-12-14 17:53:28.775000+00:00,2020-12-14 19:53:28.775000+00:00,14.625
236,958380,2020-12-05 21:04:01.815000+00:00,2020-12-05 23:04:01.815000+00:00,8.583333333333334
237,813441,2020-11-22 18:51:09.586000+00:00,2020-11-22 20:51:09.586000+00:00,12.833333333333334
238,983116,2020-11-21 19:05:26.166000+00:00,2020-11-21 21:05:26.166000+00:00,11.708333333333334
239,733132,2020-12-08 17:33:32.548000+00:00,2020-12-08 19:33:32.548000+00:00,14.5
240,315935,2020-11-23 21:29:22.677000+00:00,2020-11-23 23:29:22.677000+00:00,10.083333333333334
241,742049,2020-12-05 18:24:38.868000+00:00,2020-12-05 20:24:38.868000+00:00,10.875
242,948708,2020-11-24 18:24:45.093000+00:00,2020-11-24 20:24:45.093000+00:00,7.25
243,518347,2020-11-27 17:39:23.985000+00:00,2020-11-27 19:39:23.985000+00:00,7.791666666666667
244,457429,2020-11-23 17:10:58.211000+00:00,2020-11-23 19:10:58.211000+00:00,13.583333333333334
245,832653,2020-12-10 17:14:12.976000+00:00,2020-12-10 19:14:12.976000+00:00,11.916666666666666
246,613016,2020-11-26 17:32:24.670000+00:00,2020-11-26 19:32:24.670000+00:00,14.583333333333334
247,283369,2020-11-21 21:27:30.144000+00:00,2020-11-21 23:37:30.144000+00:00,9.333333333333334
248,184427,2020-12-08 19:40:27.427000+00:00,2020-12-08 21:50:27.427000+00:00,7.291666666666667
249,465880,2020-11-26 20:47:38.489000+00:00,2020-11-26 22:57:38.489000+00:00,7.833333333333333
250,467736,2020-12-12 17:58:37.314000+00:00,2020-12-12 20:08:37.314000+00:00,6.166666666666667
251,317058,2020-12-02 20:11:07.429000+00:00,2020-12-02 22:21:07.429000+00:00,13.916666666666666
252,371788,2020-12-14 15:37:15.167000+00:00,2020-12-14 17:47:15.167000+00:00,7.375
253,409967,2020-11-19 19:12:44.999000+00:00,2020-11-19 21:22:44.999000+00:00,12.083333333333334
254,982307,2020-12-02 23:20:48.742000+00:00,2020-12-03 01:30:48.742000+00:00,8.666666666666666
255,148806,2020-11-22 20:51:06.927000+00:00,2020-11-22 23:01:06.927000+00:00,14.458333333333334
256,903884,2020-11-27 15:00:12.736000+00:00,2020-11-27 17:10:12.736000+00:00,9.166666666666666
257,496968,2020-12-09 19:29:44.875000+00:00,2020-12-09 21:39:44.875000+00:00,9.041666666666666
258,414338,2020-11-25 18:18:28.142000+00:00,2020-11-25 20:28:28.142000+00:00,14.416666666666666
259,324369,2020-12-10 15:54:22.656000+00:00,2020-12-10 18:04:22.656000+00:00,9.083333333333334
260,877291,2020-11-25 21:14:51.599000+00:00,2020-11-25 23:24:51.599000+00:00,8.583333333333334
261,510375,2020-11-20 17:06:16.436000+00:00,2020-11-20 19:16:16.436000+00:00,11.0
262,475071,2020-11-27 20:12:09.053000+00:00,2020-11-27 22:22:09.053000+00:00,11.208333333333334
263,981619,2020-11-23 22:12:52.967000+00:00,2020-11-24 00:22:52.967000+00:00,13.875
264,667874,2020-12-14 11:22:53.148000+00:00,2020-12-14 13:32:53.148000+00:00,13.125
265,163649,2020-11-23 18:42:44.835000+00:00,2020-11-23 20:52:44.835000+00:00,13.291666666666666
266,783798,2020-11-19 19:47:44.360000+00:00,2020-11-19 21:57:44.360000+00:00,8.833333333333334
267,312395,2020-11-22 22:36:51.686000+00:00,2020-11-23 00:46:51.686000+00:00,6.916666666666667
268,612616,2020-12-13 16:05:11.933000+00:00,2020-12-13 18:15:11.933000+00:00,14.875
269,309376,2020-11-21 20:03:59.853000+00:00,2020-11-21 22:13:59.853000+00:00,9.458333333333334
270,714435,2020-12-04 16:53:52.220000+00:00,2020-12-04 19:03:52.220000+00:00,10.458333333333334
271,285342,2020-11-22 16:55:27.817000+00:00,2020-11-22 19:05:27.817000+00:00,10.458333333333334
