,user_id,test_group,created_order_in_3_days,order_sum,geo_group,marketing_group
227,1029502,control,0.0,,regions,social_media
228,1003600,control,0.0,,msk,target_direct
229,1020868,control,0.0,,regions,target_direct
230,1023817,control,1.0,7523.0,regions,target_direct
231,1044232,test,1.0,5605.0,regions,organic
232,1050403,test,1.0,50.0,regions,target_direct
233,1036933,test,1.0,10846.0,msk,social_media
234,1051675,test,1.0,50.0,regions,target_direct
235,1061581,test,1.0,4708.0,regions,social_media
236,1018903,control,0.0,,regions,target_direct
237,1018354,control,0.0,,regions,target_direct
238,1008451,control,0.0,,spb,target_direct
239,1039825,test,1.0,50.0,spb,target_direct
240,1022263,control,0.0,,regions,target_direct
241,1004290,control,0.0,,msk,target_direct
242,1000027,control,0.0,,msk,organic
243,1024165,control,0.0,,regions,target_direct
244,1040950,test,1.0,50.0,spb,target_direct
245,1036876,test,0.0,,msk,social_media
246,1059481,test,0.0,,regions,context_brand
247,1034977,test,1.0,10626.0,msk,target_direct
248,1025953,control,1.0,50.0,regions,target_direct
249,1052314,test,0.0,,regions,target_direct
250,1035178,test,0.0,,msk,target_direct
251,1003612,control,0.0,,msk,target_direct
252,1041907,test,1.0,11932.0,spb,context_brand
253,1015147,control,0.0,,regions,organic
254,1020544,control,0.0,,regions,target_direct
255,1020562,control,0.0,,regions,target_direct
256,1018363,control,0.0,,regions,target_direct
257,1028641,control,0.0,,regions,social_media
258,1025977,control,0.0,,regions,target_direct
259,1049119,test,1.0,2000.0,regions,organic
260,1029142,control,0.0,,regions,social_media
261,1006510,control,1.0,200.0,msk,social_media
262,1028284,control,0.0,,regions,context_brand
263,1007884,control,1.0,12402.0,spb,organic
264,1061113,test,1.0,200.0,regions,social_media
265,1016353,control,1.0,5604.0,regions,organic
266,1030201,control,1.0,3374.0,regions,social_media
267,1050979,test,1.0,2655.0,regions,target_direct
268,1009912,control,0.0,,spb,target_direct
269,1044157,test,1.0,8056.0,regions,organic
270,1001983,control,1.0,2000.0,msk,organic
271,1022593,control,1.0,5074.0,regions,target_direct
272,1010449,control,1.0,4551.0,spb,target_direct
273,1037461,test,0.0,,msk,social_media
274,1033390,test,0.0,,msk,organic
275,1040800,test,0.0,,spb,target_direct
276,1017985,control,0.0,,regions,target_direct
277,1059595,test,0.0,,regions,context_brand
278,1044613,test,0.0,,regions,organic
279,1012267,control,1.0,2000.0,regions,organic
280,1015072,control,1.0,4095.0,regions,organic
281,1017892,control,0.0,,regions,target_direct
282,1024105,control,0.0,,regions,target_direct
283,1042780,test,1.0,200.0,spb,social_media
284,1031068,test,1.0,2000.0,msk,organic
285,1025092,control,0.0,,regions,target_direct
286,1009342,control,0.0,,spb,target_direct
287,1036189,test,0.0,,msk,context_brand
288,1053301,test,0.0,,regions,target_direct
289,1018408,control,1.0,50.0,regions,target_direct
290,1000195,control,1.0,8056.0,msk,organic
291,1050934,test,0.0,,regions,target_direct
292,1045561,test,0.0,,regions,organic
293,1045180,test,0.0,,regions,organic
294,1003690,control,1.0,50.0,msk,target_direct
295,1013830,control,0.0,,regions,organic
296,1053349,test,0.0,,regions,target_direct
297,1051252,test,0.0,,regions,target_direct
298,1005121,control,1.0,6352.0,msk,target_direct
299,1016902,control,1.0,2000.0,regions,organic
300,1012378,control,1.0,4220.0,regions,organic
301,1008577,control,1.0,50.0,spb,target_direct
302,1036906,test,0.0,,msk,social_media
303,1015573,control,1.0,2000.0,regions,organic
304,1036450,test,0.0,,msk,context_brand
305,1048204,test,0.0,,regions,organic
306,1027228,control,1.0,6204.0,regions,context_brand
307,1053883,test,0.0,,regions,target_direct
308,1053415,test,0.0,,regions,target_direct
309,1028296,control,0.0,,regions,context_brand
310,1036351,test,0.0,,msk,context_brand
311,1045492,test,1.0,9899.0,regions,organic
312,1043974,test,0.0,,regions,organic
313,1060096,test,0.0,,regions,social_media
314,1052431,test,0.0,,regions,target_direct
315,1057303,test,0.0,,regions,context_brand
316,1060741,test,0.0,,regions,social_media
317,1044664,test,0.0,,regions,organic
318,1039666,test,0.0,,spb,target_direct
319,1025182,control,0.0,,regions,target_direct
320,1032466,test,0.0,,msk,organic
321,1057768,test,0.0,,regions,context_brand
322,1023562,control,0.0,,regions,target_direct
323,1015078,control,0.0,,regions,organic
324,1019041,control,0.0,,regions,target_direct
325,1047568,test,0.0,,regions,organic
326,1043731,test,0.0,,regions,organic
327,1044976,test,0.0,,regions,organic
328,1001140,control,1.0,12808.0,msk,organic
329,1005685,control,1.0,7607.0,msk,context_brand
330,1012144,control,1.0,2000.0,regions,organic
331,1034062,test,0.0,,msk,target_direct
332,1044076,test,0.0,,regions,organic
333,1059802,test,0.0,,regions,context_brand
334,1049140,test,0.0,,regions,organic
335,1030840,test,1.0,13858.0,msk,organic
336,1036654,test,0.0,,msk,context_brand
337,1015960,control,1.0,2000.0,regions,organic
338,1008982,control,1.0,50.0,spb,target_direct
339,1059202,test,0.0,,regions,context_brand
340,1011553,control,0.0,,spb,social_media
341,1004098,control,0.0,,msk,target_direct
342,1028860,control,0.0,,regions,social_media
343,1059760,test,0.0,,regions,context_brand
344,1055548,test,0.0,,regions,target_direct
345,1017031,control,1.0,8570.0,regions,organic
346,1021651,control,1.0,50.0,regions,target_direct
347,1059322,test,0.0,,regions,context_brand
348,1043101,test,0.0,,regions,organic
349,1025797,control,0.0,,regions,target_direct
350,1050061,test,0.0,,regions,organic
351,1029352,control,0.0,,regions,social_media
352,1019167,control,0.0,,regions,target_direct
353,1024522,control,0.0,,regions,target_direct
354,1035925,test,0.0,,msk,context_brand
355,1042246,test,1.0,1600.0,spb,context_brand
356,1048003,test,0.0,,regions,organic
357,1059718,test,0.0,,regions,context_brand
358,1035835,test,0.0,,msk,context_brand
359,1022611,control,1.0,4074.0,regions,target_direct
360,1056361,test,0.0,,regions,context_brand
361,1045045,test,0.0,,regions,organic
362,1054441,test,0.0,,regions,target_direct
363,1039429,test,0.0,,spb,organic
364,1034692,test,1.0,6802.0,msk,target_direct
365,1023736,control,0.0,,regions,target_direct
366,1029601,control,0.0,,regions,social_media
367,1032055,test,0.0,,msk,organic
368,1050151,test,0.0,,regions,organic
369,1043686,test,0.0,,regions,organic
370,1000708,control,0.0,,msk,organic
371,1032559,test,0.0,,msk,organic
372,1060495,test,0.0,,regions,social_media
373,1006786,control,0.0,,spb,organic
374,1056745,test,1.0,3757.0,regions,context_brand
375,1001908,control,1.0,7897.0,msk,organic
376,1049746,test,1.0,4846.0,regions,organic
377,1023520,control,0.0,,regions,target_direct
378,1046596,test,0.0,,regions,organic
379,1052527,test,0.0,,regions,target_direct
380,1052197,test,0.0,,regions,target_direct
381,1012069,control,0.0,,regions,organic
382,1022023,control,0.0,,regions,target_direct
383,1025296,control,1.0,4121.0,regions,target_direct
384,1052851,test,0.0,,regions,target_direct
385,1036966,test,0.0,,msk,social_media
386,1036372,test,1.0,8014.0,msk,context_brand
387,1010104,control,0.0,,spb,target_direct
388,1054003,test,0.0,,regions,target_direct
389,1049884,test,0.0,,regions,organic
390,1018153,control,0.0,,regions,target_direct
391,1014388,control,0.0,,regions,organic
392,1055860,test,0.0,,regions,target_direct
393,1058158,test,1.0,4541.0,regions,context_brand
394,1038088,test,1.0,16133.0,spb,organic
395,1054498,test,0.0,,regions,target_direct
396,1037707,test,1.0,6797.0,spb,organic
397,1037626,test,1.0,6851.0,spb,organic
398,1051990,test,0.0,,regions,target_direct
399,1053037,test,0.0,,regions,target_direct
400,1024114,control,0.0,,regions,target_direct
401,1039243,test,1.0,2000.0,spb,organic
402,1021411,control,1.0,50.0,regions,target_direct
403,1011025,control,1.0,6212.0,spb,context_brand
404,1014319,control,0.0,,regions,organic
405,1021072,control,0.0,,regions,target_direct
406,1042450,test,1.0,200.0,spb,social_media
407,1041010,test,0.0,,spb,target_direct
408,1056922,test,1.0,4059.0,regions,context_brand
409,1001359,control,1.0,7396.0,msk,organic
410,1011544,control,0.0,,spb,social_media
411,1028773,control,0.0,,regions,social_media
412,1008202,control,1.0,12598.0,spb,organic
413,1006264,control,1.0,6128.0,msk,social_media
414,1042318,test,0.0,,spb,social_media
415,1049125,test,0.0,,regions,organic
416,1052356,test,1.0,10703.0,regions,target_direct
417,1029511,control,0.0,,regions,social_media
418,1047481,test,1.0,2000.0,regions,organic
419,1031818,test,1.0,2000.0,msk,organic
420,1037143,test,0.0,,msk,social_media
421,1020541,control,1.0,4189.0,regions,target_direct
422,1028143,control,0.0,,regions,context_brand
423,1057021,test,0.0,,regions,context_brand
424,1053724,test,0.0,,regions,target_direct
425,1031746,test,0.0,,msk,organic
426,1013737,control,1.0,4920.0,regions,organic
427,1052389,test,0.0,,regions,target_direct
428,1015912,control,0.0,,regions,organic
429,1005478,control,1.0,13316.0,msk,context_brand
430,1045288,test,1.0,6209.0,regions,organic
431,1014385,control,0.0,,regions,organic
432,1010350,control,1.0,50.0,spb,target_direct
433,1053718,test,0.0,,regions,target_direct
434,1014031,control,0.0,,regions,organic
435,1029445,control,1.0,3457.0,regions,social_media
436,1021327,control,0.0,,regions,target_direct
437,1031854,test,1.0,2000.0,msk,organic
438,1001845,control,0.0,,msk,organic
439,1024099,control,1.0,6224.0,regions,target_direct
440,1033555,test,1.0,11630.0,msk,target_direct
441,1000261,control,0.0,,msk,organic
442,1019134,control,0.0,,regions,target_direct
443,1041832,test,0.0,,spb,context_brand
444,1026415,control,0.0,,regions,context_brand
445,1048723,test,0.0,,regions,organic
446,1036822,test,0.0,,msk,social_media
447,1029967,control,1.0,200.0,regions,social_media
448,1041949,test,0.0,,spb,context_brand
449,1049062,test,0.0,,regions,organic
450,1022953,control,0.0,,regions,target_direct
451,1022176,control,0.0,,regions,target_direct
452,1054627,test,1.0,4207.0,regions,target_direct
453,1031701,test,0.0,,msk,organic
454,1060144,test,0.0,,regions,social_media
455,1045279,test,0.0,,regions,organic
456,1019950,control,0.0,,regions,target_direct
457,1016845,control,0.0,,regions,organic
458,1026949,control,1.0,13588.0,regions,context_brand
459,1055704,test,1.0,2716.0,regions,target_direct
460,1041115,test,0.0,,spb,target_direct
461,1001338,control,1.0,7109.0,msk,organic
462,1014730,control,0.0,,regions,organic
463,1009462,control,0.0,,spb,target_direct
464,1005715,control,0.0,,msk,context_brand
465,1057000,test,0.0,,regions,context_brand
466,1041184,test,1.0,4754.0,spb,target_direct
467,1021357,control,0.0,,regions,target_direct
468,1016848,control,0.0,,regions,organic
469,1055965,test,0.0,,regions,target_direct
470,1017364,control,1.0,6398.0,regions,organic
471,1018036,control,0.0,,regions,target_direct
472,1021420,control,0.0,,regions,target_direct
473,1051165,test,0.0,,regions,target_direct
474,1053946,test,0.0,,regions,target_direct
475,1038943,test,0.0,,spb,organic
476,1021591,control,0.0,,regions,target_direct
477,1059889,test,0.0,,regions,social_media
478,1016317,control,0.0,,regions,organic
479,1004182,control,1.0,50.0,msk,target_direct
480,1019290,control,0.0,,regions,target_direct
481,1047967,test,0.0,,regions,organic
482,1032391,test,0.0,,msk,organic
483,1027327,control,0.0,,regions,context_brand
484,1056052,test,0.0,,regions,target_direct
485,1050040,test,1.0,5150.0,regions,organic
486,1007740,control,0.0,,spb,organic
487,1055482,test,1.0,4071.0,regions,target_direct
488,1010947,control,0.0,,spb,context_brand
489,1052653,test,0.0,,regions,target_direct
490,1056394,test,1.0,1600.0,regions,context_brand
491,1021951,control,0.0,,regions,target_direct
492,1013752,control,0.0,,regions,organic
493,1047664,test,1.0,5523.0,regions,organic
494,1004254,control,0.0,,msk,target_direct
495,1026655,control,0.0,,regions,context_brand
496,1002238,control,1.0,10876.0,msk,target_direct
497,1000747,control,0.0,,msk,organic
498,1047637,test,0.0,,regions,organic
499,1055734,test,0.0,,regions,target_direct
500,1058812,test,1.0,4285.0,regions,context_brand
501,1054495,test,0.0,,regions,target_direct
502,1057645,test,0.0,,regions,context_brand
503,1018723,control,1.0,6668.0,regions,target_direct
504,1049887,test,1.0,2000.0,regions,organic
505,1057465,test,1.0,11716.0,regions,context_brand
506,1019050,control,0.0,,regions,target_direct
507,1031443,test,0.0,,msk,organic
508,1008292,control,0.0,,spb,organic
509,1054120,test,0.0,,regions,target_direct
510,1049341,test,0.0,,regions,organic
511,1026472,control,0.0,,regions,context_brand
512,1028917,control,0.0,,regions,social_media
513,1059004,test,0.0,,regions,context_brand
514,1005661,control,1.0,7521.0,msk,context_brand
515,1009186,control,0.0,,spb,target_direct
516,1031131,test,1.0,7118.0,msk,organic
517,1005754,control,0.0,,msk,context_brand
518,1048663,test,0.0,,regions,organic
519,1061440,test,1.0,200.0,regions,social_media
520,1044622,test,1.0,5606.0,regions,organic
521,1044244,test,1.0,5846.0,regions,organic
522,1019008,control,1.0,2391.0,regions,target_direct
523,1043233,test,1.0,2000.0,regions,organic
524,1007449,control,1.0,2000.0,spb,organic
525,1049914,test,0.0,,regions,organic
526,1015762,control,0.0,,regions,organic
527,1059616,test,0.0,,regions,context_brand
528,1037380,test,1.0,7001.0,msk,social_media
529,1050511,test,0.0,,regions,target_direct
530,1028278,control,0.0,,regions,context_brand
531,1022491,control,0.0,,regions,target_direct
532,1042261,test,0.0,,spb,social_media
533,1053907,test,0.0,,regions,target_direct
534,1057822,test,0.0,,regions,context_brand
535,1001554,control,1.0,13764.0,msk,organic
536,1022743,control,0.0,,regions,target_direct
537,1042624,test,0.0,,spb,social_media
538,1000267,control,1.0,7785.0,msk,organic
539,1046587,test,1.0,6742.0,regions,organic
540,1052620,test,0.0,,regions,target_direct
541,1011091,control,0.0,,spb,context_brand
542,1005928,control,0.0,,msk,context_brand
543,1035958,test,0.0,,msk,context_brand
544,1000837,control,1.0,13208.0,msk,organic
545,1055131,test,1.0,3106.0,regions,target_direct
546,1060423,test,1.0,2656.0,regions,social_media
547,1043224,test,0.0,,regions,organic
548,1027456,control,0.0,,regions,context_brand
549,1008568,control,0.0,,spb,target_direct
550,1034935,test,1.0,50.0,msk,target_direct
551,1058845,test,0.0,,regions,context_brand
552,1056916,test,0.0,,regions,context_brand
553,1035016,test,1.0,5214.0,msk,target_direct
554,1052899,test,0.0,,regions,target_direct
555,1005838,control,0.0,,msk,context_brand
556,1015282,control,0.0,,regions,organic
557,1049959,test,1.0,4900.0,regions,organic
558,1055830,test,0.0,,regions,target_direct
559,1026505,control,0.0,,regions,context_brand
560,1038826,test,0.0,,spb,organic
561,1050019,test,0.0,,regions,organic
562,1001170,control,1.0,22568.0,msk,organic
563,1027069,control,0.0,,regions,context_brand
564,1040353,test,0.0,,spb,target_direct
565,1056814,test,0.0,,regions,context_brand
566,1016287,control,0.0,,regions,organic
567,1019452,control,0.0,,regions,target_direct
568,1030513,control,0.0,,regions,social_media
569,1055182,test,0.0,,regions,target_direct
570,1010353,control,0.0,,spb,target_direct
571,1024129,control,0.0,,regions,target_direct
572,1051822,test,0.0,,regions,target_direct
573,1026166,control,0.0,,regions,target_direct
574,1059382,test,1.0,10042.0,regions,context_brand
575,1048630,test,0.0,,regions,organic
576,1054582,test,0.0,,regions,target_direct
577,1007668,control,0.0,,spb,organic
578,1039939,test,0.0,,spb,target_direct
579,1060009,test,0.0,,regions,social_media
580,1007749,control,1.0,16127.0,spb,organic
581,1051162,test,0.0,,regions,target_direct
582,1042207,test,1.0,1600.0,spb,context_brand
583,1019293,control,1.0,2558.0,regions,target_direct
584,1049992,test,1.0,7038.0,regions,organic
585,1057231,test,0.0,,regions,context_brand
586,1053550,test,1.0,50.0,regions,target_direct
587,1024708,control,0.0,,regions,target_direct
588,1044577,test,0.0,,regions,organic
589,1017304,control,1.0,11390.0,regions,organic
590,1001527,control,1.0,13036.0,msk,organic
591,1055806,test,0.0,,regions,target_direct
592,1019548,control,0.0,,regions,target_direct
593,1039186,test,1.0,2000.0,spb,organic
594,1060549,test,0.0,,regions,social_media
595,1057489,test,0.0,,regions,context_brand
596,1052386,test,0.0,,regions,target_direct
597,1032724,test,0.0,,msk,organic
598,1006795,control,0.0,,spb,organic
599,1025221,control,0.0,,regions,target_direct
600,1043878,test,0.0,,regions,organic
601,1059913,test,0.0,,regions,social_media
602,1030180,control,0.0,,regions,social_media
603,1030102,control,0.0,,regions,social_media
604,1051672,test,0.0,,regions,target_direct
605,1033117,test,1.0,2000.0,msk,organic
606,1017310,control,1.0,10206.0,regions,organic
607,1040977,test,0.0,,spb,target_direct
608,1019377,control,0.0,,regions,target_direct
609,1043254,test,0.0,,regions,organic
610,1012909,control,1.0,2000.0,regions,organic
611,1026364,control,0.0,,regions,context_brand
612,1057603,test,0.0,,regions,context_brand
613,1009135,control,0.0,,spb,target_direct
614,1025539,control,1.0,50.0,regions,target_direct
615,1048009,test,0.0,,regions,organic
616,1039087,test,0.0,,spb,organic
617,1023286,control,0.0,,regions,target_direct
618,1013002,control,0.0,,regions,organic
619,1046461,test,0.0,,regions,organic
620,1001158,control,1.0,14024.0,msk,organic
621,1029475,control,0.0,,regions,social_media
622,1043161,test,1.0,2000.0,regions,organic
623,1042120,test,0.0,,spb,context_brand
624,1012762,control,0.0,,regions,organic
625,1057273,test,1.0,1600.0,regions,context_brand
626,1032973,test,1.0,8869.0,msk,organic
627,1002145,control,0.0,,msk,target_direct
628,1028056,control,0.0,,regions,context_brand
629,1008511,control,1.0,50.0,spb,target_direct
630,1038256,test,1.0,2000.0,spb,organic
631,1025116,control,0.0,,regions,target_direct
632,1047766,test,1.0,2000.0,regions,organic
633,1013989,control,0.0,,regions,organic
634,1042348,test,1.0,5616.0,spb,social_media
635,1014703,control,0.0,,regions,organic
636,1024015,control,0.0,,regions,target_direct
637,1050232,test,0.0,,regions,organic
638,1056730,test,0.0,,regions,context_brand
639,1012183,control,0.0,,regions,organic
640,1040224,test,0.0,,spb,target_direct
641,1021975,control,1.0,6598.0,regions,target_direct
642,1005847,control,0.0,,msk,context_brand
643,1034512,test,0.0,,msk,target_direct
644,1012858,control,1.0,2000.0,regions,organic
645,1026178,control,0.0,,regions,target_direct
646,1058755,test,0.0,,regions,context_brand
647,1035136,test,0.0,,msk,target_direct
